Snr	disk	path	wd	year	rwd
10	1.3	3	1.982	1993	0.0479067968674466
10	1.3	4	2.156	1993	0.0528833182074616
10	2	1	1.232	2001	0.024951393389501
10	2	2	1.27	2001	0.0259750884584705
10	2	3	1.698	2001	0.0322317344013971
10	2	4	1.172	2001	0.0245898199823759
11	3	1	1.459	2002	0.024116499718999
11	3	2	2.815	2002	0.0454442722458995
11	3	3	1.651	2002	0.0336033542294228
11	3	4	2.251	2002	0.0347800559323867
12	3	1	1.302	2006	0.0195863106430989
12	3	2	1.3	2006	0.0207953418434271
12	3	3	1.142	2006	0.0186558630378672
12	3	4	1.427	2006	0.0229214854793112
1	3	1	0.984	2005	0.0326346511010878
1	3	2	1.253	2005	0.0374813042177685
1	3	3	1.186	2005	0.0361442111358303
1	3	4	1.014	2005	0.0335995228470128
2	1.3	1	1.142	1982	0.0323861380522943
2	1.3	2	0.619	1982	0.0307119821384272
2	1.3	3	0.685	1982	0.0260119996962102
2	1.3	4	0.662	1982	0.0345349261828995
2	3	1	2.318	2010	0.0529913357565782
2	3	2	1.9	2010	0.0486418678477254
2	3	3	1.627	2010	0.0438119345109866
2	3	4	2.252	2010	0.0584601007216655
3	3	1	1.104	2007	0.0223084384093113
3	3	2	1.079	2007	0.0218602483842866
3	3	3	0.914	2007	0.0191726799798624
3	3	4	1.108	2007	0.0214098005874169
4	1.3	1	0.508	1989	0.0138919273681908
4	1.3	2	0.697	1989	0.0166320662419166
4	1.3	3	0.657	1989	0.0204113334161799
4	1.3	4	0.657	1989	0.0155084505712397
4	3	1	1.491	2003	0.030860620110113
4	3	2	1.459	2003	0.029614744448504
4	3	3	1.713	2003	0.0366856555446096
4	3	4	1.449	2003	0.0309873612625906
5	1.3	1	1.362	1986	0.0236183605875111
5	1.3	2	0.92	1986	0.0225949848957438
5	1.3	3	0.825	1986	0.0217931107354184
5	1.3	4	0.918	1986	0.0192759952964892
5	2	1	1.704	2003	0.0386754125150367
5	2	2	2.173	2003	0.0322064294289398
5	2	3	1.958	2003	0.0344943008650001
5	2	4	1.901	2003	0.0375150474611726
6	1.3	1	0.856	1983	0.0174029723300872
6	1.3	2	0.633	1983	0.0203242896131
6	1.3	3	0.696	1983	0.0176497438758432
6	1.3	4	0.817	1984	0.0223737539708621
6	3	1	2.618	2008	0.0409017763682097
6	3	2	3.062	2008	0.0509204596477807
6	3	3	2.919	2008	0.0483943166934695
6	3	4	3.282	2008	0.0524800921040008
7	1.3	1	0.889	1987	0.0294507387530643
7	1.3	2	0.571	1987	0.0245422504942835
7	1.3	3	0.631	1987	0.0289330093080838
7	1.3	4	0.746	1987	0.0301328917073959
7	3	1	1.107	2010	0.0285965229521325
7	3	2	0.778	2010	0.0214490516100573
7	3	3	1.207	2010	0.0309964047252183
7	3	4	0.857	2010	0.0227677266810127
8	1.3	1	0.947	1986	0.0294951256735291
8	1.3	2	0.912	1986	0.0282204412538293
8	1.3	3	0.842	1986	0.02606246324326
8	1.3	4	1.205	1986	0.0359722968535435
10	1.3	1	3.205	1994	0.0757235676314235
10	1.3	2	4.22	1994	0.0848411741053478
10	1.3	3	3.226	1994	0.0779754423281446
10	1.3	4	3.298	1994	0.0808947975177218
10	2	1	1.856	2002	0.0375891121192482
10	2	2	1.461	2002	0.02988157814002
10	2	3	1.826	2002	0.0346614528957309
10	2	4	1.489	2002	0.0312408207796568
11	3	1	1.746	2003	0.0288604581969652
11	3	2	2.014	2003	0.0325132377631409
11	3	3	1.523	2003	0.0309981274932834
11	3	4	1.936	2003	0.0299130112328301
12	3	1	1.492	2007	0.0224445280180519
12	3	2	1.173	2007	0.0187637969094923
12	3	3	1.111	2007	0.01814944293789
12	3	4	1.394	2007	0.0223914160884091
1	3	1	0.952	2006	0.0315733616343858
1	3	2	1.302	2006	0.0389470535447203
1	3	3	1.189	2006	0.0362356383140828
1	3	4	0.951	2006	0.0315119785281156
2	1.3	1	0.889	1983	0.025211275594124
2	1.3	2	0.444	1983	0.0220292731332176
2	1.3	3	0.576	1983	0.0218728639781271
2	1.3	4	0.441	1983	0.0230058949345297
2	3	1	4.019	2011	0.0918775575520655
2	3	2	2.724	2011	0.0697370779037915
2	3	3	2.425	2011	0.0653005170185265
2	3	4	2.843	2011	0.0738019832822803
3	3	1	2.03	2008	0.0410200452634982
3	3	2	2.342	2008	0.0474482870398509
3	3	3	1.923	2008	0.0403381439838899
3	3	4	1.745	2008	0.0337185036327098
4	1.3	1	0.667	1990	0.0182399912491796
4	1.3	2	0.822	1990	0.0196148614789892
4	1.3	3	0.847	1990	0.0263141543432335
4	1.3	4	1.4	1990	0.0330469266358229
4	3	1	1.618	2004	0.0334892577720744
4	3	2	1.649	2004	0.0334713595583161
4	3	3	2.061	2004	0.0441384332034094
4	3	4	1.651	2004	0.0353072004448151
5	1.3	1	1.554	1987	0.0269478211108606
5	1.3	2	1.11	1987	0.0272613404720387
5	1.3	3	0.952	1987	0.0251479289940828
5	1.3	4	0.984	1987	0.0206618511674786
5	2	1	1.554	2004	0.0352708867654736
5	2	2	2.213	2004	0.0327992767262972
5	2	3	1.8	2004	0.0317107975265578
5	2	4	1.897	2004	0.0374361099599392
6	1.3	1	0.793	1984	0.016122146095513
6	1.3	2	0.569	1984	0.0182693851340504
6	1.3	3	0.633	1984	0.0160521377491505
6	1.3	4	0.66	1985	0.0180742688136707
6	3	1	2.768	2009	0.0432452700485884
6	3	2	2.682	2009	0.0446011341526283
6	3	3	2.474	2009	0.0410166288111146
6	3	4	3.044	2009	0.0486744059611756
7	1.3	1	0.746	1988	0.0247134433180945
7	1.3	2	0.538	1988	0.0231238717441761
7	1.3	3	0.726	1988	0.0332890091246733
7	1.3	4	0.598	1988	0.0241547845053924
7	3	1	1.18	2011	0.0304822918550283
7	3	2	0.682	2011	0.0188023820026467
7	3	3	1.27	2011	0.0326142783769902
7	3	4	1.189	2011	0.031587896177041
8	1.3	1	1.078	1987	0.0335752328152739
8	1.3	2	0.912	1987	0.0282204412538293
8	1.3	3	0.833	1987	0.0257838858451729
8	1.3	4	0.92	1987	0.0274643262284316
10	1.3	1	3.139	1995	0.0741642055522741
10	1.3	2	3.999	1995	0.0803980699638118
10	1.3	3	2.713	1995	0.0655757517161365
10	1.3	4	3.17	1995	0.0777551571046629
10	2	1	1.286	2003	0.0260450421257291
10	2	2	1.27	2003	0.0259750884584705
10	2	3	1.349	2003	0.02560695506919
10	2	4	1.934	2003	0.0405773991859343
11	1.3	1	1.591	1983	0.0307921577735199
11	1.3	2	0.888	1983	0.026647461289161
11	1.3	3	1.012	1983	0.0310077519379845
11	1.3	4	1.3	1983	0.0291761114976322
11	3	1	1.81	2004	0.0299183444080796
11	3	2	1.986	2004	0.0320612165827199
11	3	3	1.808	2004	0.0367988276479687
11	3	4	2.316	2004	0.0357843667434063
12	3	1	1.523	2008	0.0229108687476495
12	3	2	1.332	2008	0.0213072271811114
12	3	3	1.079	2008	0.0176266867056556
12	3	4	1.46	2008	0.0234515548702133
1	3	1	0.984	2007	0.0326346511010878
1	3	2	1.254	2007	0.0375112174693389
1	3	3	1.333	2007	0.0406241428702039
1	3	4	0.951	2007	0.0315119785281156
2	1.3	1	0.953	1984	0.0270262605637797
2	1.3	2	0.476	1984	0.0236169684941702
2	1.3	3	0.628	1984	0.0238474975317081
2	1.3	4	0.506	1984	0.0263967864781679
3	3	1	2.81	2009	0.0567814419657291
3	3	2	3.035	2009	0.0614882797463482
3	3	3	2.801	2009	0.0587556637019634
3	3	4	2.178	2009	0.0420853300355542
4	1.3	1	1.333	1991	0.0364526361846423
4	1.3	2	1.202	1991	0.0286825589996898
4	1.3	3	0.849	1991	0.0263762893003604
4	1.3	4	1.272	1991	0.0300254933434048
4	3	1	1.078	2005	0.0223123732251521
4	3	2	1.238	2005	0.0251288921365648
4	3	3	1.873	2005	0.0401122199854371
4	3	4	1.428	2005	0.0305382690703792
5	1.3	1	1.141	1988	0.0197860127976139
5	1.3	2	0.857	1988	0.0210477196257092
5	1.3	3	0.761	1988	0.020102493660186
5	1.3	4	0.857	1988	0.0179951285066353
5	2	1	1.718	2005	0.0389931682516625
5	2	2	1.852	2005	0.0274488298676468
5	2	3	1.761	2005	0.0310237302468157
5	2	4	1.642	2005	0.0324038442563101
6	1.3	1	0.888	1985	0.0180535507349503
6	1.3	2	0.664	1985	0.0213196339701397
6	1.3	3	1.077	1985	0.0273114571182229
6	1.3	4	1.101	1986	0.0301511666118962
6	3	1	2.469	2010	0.0385739059790335
6	3	2	2.524	2010	0.0419736251309597
6	3	3	2.537	2010	0.0420611104663693
6	3	4	3.139	2010	0.0501934823627235
7	1.3	1	0.793	1989	0.0262704565030146
7	1.3	2	0.633	1989	0.0272070832975157
7	1.3	3	0.853	1989	0.0391122930900087
7	1.3	4	0.901	1989	0.0363937472230076
8	1.3	1	0.952	1988	0.0296508549537484
8	1.3	2	0.95	1988	0.0293962929727388
8	1.3	3	0.913	1988	0.0282601293837249
8	1.3	4	0.914	1988	0.0272852110573766
10	1.3	1	2.059	1996	0.0486473715298287
10	1.3	2	2.73	1996	0.0548854041013269
10	1.3	3	2.094	1996	0.050613941796384
10	1.3	4	2.027	1996	0.0497191493536756
10	2	1	1.518	2004	0.0307436811406351
10	2	2	1.587	2004	0.0324586341603092
10	2	3	1.837	2004	0.0348702568288377
10	2	4	1.746	2004	0.0366329570727204
11	1.3	1	1.321	1984	0.0255665873154116
11	1.3	2	0.602	1984	0.0180650582163006
11	1.3	3	0.756	1984	0.0231638937402335
11	1.3	4	0.951	1984	0.0213434477186525
11	3	1	1.647	2005	0.0272240404641476
11	3	2	1.834	2005	0.0296073873175772
11	3	3	1.395	2005	0.028392900757144
11	3	4	2.062	2005	0.0318598291126528
12	3	1	1.489	2009	0.0223993982700263
12	3	2	1.27	2009	0.020315449339348
12	3	3	0.984	2009	0.0160747541412095
12	3	4	1.397	2009	0.0224396042148548
1	3	1	0.825	2008	0.027361369063412
1	3	2	1.237	2008	0.0370026921926413
1	3	3	0.984	2008	0.0299881144668272
1	3	4	1.078	2008	0.0357202027900195
2	1.3	1	1.143	1985	0.0324144971924451
2	1.3	2	0.556	1985	0.0275862068965517
2	1.3	3	0.678	1985	0.0257461836409205
2	1.3	4	0.632	1985	0.0329698993166049
3	3	1	2.852	2010	0.0576301325573877
3	3	2	2.329	2010	0.0471849105532932
3	3	3	2.641	2010	0.0553993958717906
3	3	4	2.62	2010	0.0506260627608595
4	1.3	1	1.522	1992	0.0416210894771385
4	1.3	2	1.36	1992	0.0324528121793495
4	1.3	3	0.753	1992	0.0233938113582702
4	1.3	4	1.368	1992	0.0322915683127184
4	3	1	1.174	2006	0.0242993749223827
4	3	2	0.984	2006	0.0199732066739739
4	3	3	1.586	2006	0.0339658200197027
4	3	4	1.363	2006	0.0291482218087723
5	1.3	1	1.617	1989	0.0280403003450847
5	1.3	2	1.46	1989	0.0358572586388978
5	1.3	3	1.079	1989	0.0285027472527473
5	1.3	4	1.237	1989	0.025974298672938
5	2	1	1.235	2006	0.0280305953380694
5	2	2	1.828	2006	0.0270931214892324
5	2	3	1.509	2006	0.0265842185930976
5	2	4	1.198	2006	0.0236417816194028
6	1.3	1	1.301	1986	0.0264500782727143
6	1.3	2	0.538	1986	0.0172740407770108
6	1.3	3	0.822	1986	0.0208449561292286
6	1.3	4	0.913	1987	0.0250027385255778
6	3	1	2.87	2011	0.044838845751246
6	3	2	2.871	2011	0.0477441670962699
6	3	3	2.506	2011	0.0415471591756884
6	3	4	3.585	2011	0.0573251463110429
7	1.3	1	0.793	1990	0.0262704565030146
7	1.3	2	0.57	1990	0.0244992693200378
7	1.3	3	0.632	1990	0.0289788619377321
7	1.3	4	0.774	1990	0.031263884961829
8	1.3	1	0.92	1989	0.0286541875603451
8	1.3	2	0.919	1989	0.0284370455178389
8	1.3	3	0.782	1989	0.024205280589346
8	1.3	4	0.851	1989	0.0254045017612992
10	1.3	1	1.93	1997	0.0455995274660366
10	1.3	2	2.127	1997	0.0427623642943305
10	1.3	3	2.111	1997	0.0510248477230978
10	1.3	4	1.869	1997	0.045843655718806
10	2	1	1.519	2005	0.0307639338950097
10	2	2	1.429	2005	0.0292270877221688
10	2	3	1.635	2005	0.0310358573299672
10	2	4	1.524	2005	0.0319751584071168
11	1.3	1	1.316	1985	0.0254698174921133
11	1.3	2	0.635	1985	0.0190553354939383
11	1.3	3	1.067	1985	0.0326929558476576
11	1.3	4	1.174	1985	0.026348272998631
11	3	1	1.297	2006	0.0214387252471156
11	3	2	1.425	2006	0.0230046493607129
11	3	3	1.265	2006	0.0257469673532525
11	3	4	1.523	2006	0.0235317748489671
12	3	1	1.554	2010	0.0233772094772471
12	3	2	1.079	2010	0.0172601337300445
12	3	3	0.854	2010	0.013951056947757
12	3	4	1.397	2010	0.0224396042148548
1	3	1	1.174	2009	0.0389360573096312
1	3	2	1.425	2009	0.0426263834878851
1	3	3	1.173	2009	0.035748026696736
1	3	4	1.237	2009	0.0409887670234269
2	1.3	1	0.921	1986	0.0261187680789518
2	1.3	2	0.508	1986	0.0252046638551228
2	1.3	3	0.689	1986	0.0261638945849472
2	1.3	4	0.601	1986	0.0313527048881006
3	3	1	2.203	2011	0.0445158422243776
3	3	2	2.998	2011	0.0607386697461456
3	3	3	2.801	2011	0.0587556637019634
3	3	4	2.135	2011	0.0412544442726851
4	1.3	1	1.395	1993	0.0381481076350908
4	1.3	2	1.235	1993	0.0294700169422769
4	1.3	3	0.913	1993	0.0283646079284205
4	1.3	4	1.53	1993	0.036115569823435
4	3	1	0.921	2007	0.0190627975328062
4	3	2	1.048	2007	0.0212722770267527
4	3	3	1.411	2007	0.0302180151625476
4	3	4	1.457	2007	0.0311584440024807
5	1.3	1	2.092	1990	0.0362772469523298
5	1.3	2	1.904	1990	0.0467617948277132
5	1.3	3	1.268	1990	0.0334953508030431
5	1.3	4	1.395	1990	0.0292919536368218
5	2	1	1.508	2007	0.0342268322022742
5	2	2	1.702	2007	0.0252256525025567
5	2	3	1.349	2007	0.0237654810351814
5	2	4	1.293	2007	0.025516547273696
6	1.3	1	1.015	1987	0.0206355337792506
6	1.3	2	0.601	1987	0.0192968373735752
6	1.3	3	1.012	1987	0.0256631333367145
6	1.3	4	0.787	1988	0.0215521962975134
7	1.3	1	0.857	1991	0.0283906446697144
7	1.3	2	0.539	1991	0.0231668529184217
7	1.3	3	0.569	1991	0.0260901462698886
7	1.3	4	0.492	1991	0.0198731671850386
8	1.3	1	0.983	1990	0.0306163764911079
8	1.3	2	1.267	1990	0.0392053717857474
8	1.3	3	0.94	1990	0.0290958615779862
8	1.3	4	1.046	1990	0.0312257448205863
10	1.3	1	1.619	1998	0.0382516243354991
10	1.3	2	1.46	1998	0.0293526336952151
10	1.3	3	1.602	1998	0.0387218408585517
10	1.3	4	1.238	1998	0.0303662096200545
10	2	1	1.33	2006	0.0269361633182113
10	2	2	1.015	2006	0.0207596179412186
10	2	3	1.175	2006	0.022304056490955
10	2	4	1.333	2006	0.027967773068692
11	1.3	1	1.598	1986	0.0309276355261375
11	1.3	2	0.984	1986	0.0295282679150162
11	1.3	3	1.029	1986	0.0315286331464289
11	1.3	4	1.364	1986	0.0306124739098234
11	3	1	1.17	2007	0.0193394822969354
11	3	2	1.18	2007	0.0190494640320289
11	3	3	0.888	2007	0.0180737604819669
11	3	4	1.142	2007	0.0176449684028368
12	3	1	1.851	2011	0.0278450545317789
12	3	2	1.195	2011	0.0191157180791503
12	3	3	1.363	2011	0.0222661482667364
12	3	4	1.664	2011	0.0267283474685171
1	1.3	1	0.46	1982	0.0203864563020741
1	1.3	2	0.476	1982	0.0201626567265334
1	1.3	3	0.411	1982	0.0200526932084309
1	1.3	4	0.428	1982	0.0168902920284136
1	3	1	1.206	2010	0.0399973467763332
1	3	2	1.254	2010	0.0375112174693389
1	3	3	1.205	2010	0.0367232499314296
1	3	4	1.397	2010	0.0462904668809437
2	1.3	1	0.921	1987	0.0261187680789518
2	1.3	2	0.381	1987	0.0189034978913421
2	1.3	3	0.604	1987	0.0229361281992861
2	1.3	4	0.567	1987	0.0295790077729668
4	1.3	1	1.175	1994	0.0321319186173704
4	1.3	2	1.49	1994	0.035554919225905
4	1.3	3	1.293	1994	0.0401702497825276
4	1.3	4	1.864	1994	0.0439996223208385
4	3	1	1.048	2008	0.0216914351947676
4	3	2	1.523	2008	0.0309138148012828
4	3	3	1.475	2008	0.0315886409388787
4	3	4	1.807	2008	0.0386433138726717
5	1.3	1	2.253	1991	0.0390691383286802
5	1.3	2	1.457	1991	0.0357835793403247
5	1.3	3	1.553	1991	0.0410238799661877
5	1.3	4	1.585	1991	0.0332815387199731
5	2	1	2.222	2008	0.0504323747701945
5	2	2	2.774	2008	0.0411139600717345
5	2	3	2.158	2008	0.0380177228123954
5	2	4	2.112	2008	0.0416790006512344
6	1.3	1	0.983	1988	0.0199849553743875
6	1.3	2	0.317	1988	0.0101781987477926
6	1.3	3	1.074	1988	0.0272353806359994
6	1.3	4	0.912	1989	0.0249753532697995
7	1.3	1	0.825	1992	0.0273305505863645
7	1.3	2	0.476	1992	0.0204590389409439
7	1.3	3	0.474	1992	0.0217341464532991
7	1.3	4	0.645	1992	0.0260532374681908
8	1.3	1	1.015	1991	0.0316130438845112
8	1.3	2	1.111	1991	0.0343781910449609
8	1.3	3	1.095	1991	0.0338935834339307
8	1.3	4	1.12	1991	0.0334348319302645
10	1.3	1	1.69	1999	0.0399291199054932
10	1.3	2	1.778	1999	0.0357458785685565
10	1.3	3	1.429	1999	0.0345402687808179
10	1.3	4	1.206	1999	0.0295812995167897
10	2	1	1.143	2007	0.023148898250162
10	2	2	0.982	2007	0.0200846746978095
10	2	3	1.127	2007	0.0213929120555798
10	2	4	1.141	2007	0.023939406655197
11	1.3	1	1.629	1987	0.031527608430587
11	1.3	2	0.633	1987	0.018995318689233
11	1.3	3	0.915	1987	0.0280356650427429
11	1.3	4	1.142	1987	0.0256300917925354
11	3	1	1.265	2008	0.0209097821415584
11	3	2	1.65	2008	0.0266369624176676
11	3	3	1.619	2008	0.0329520475453879
11	3	4	1.491	2008	0.0230373449112344
1	1.3	1	0.381	1983	0.0168853040241092
1	1.3	2	0.413	1983	0.0174940698068451
1	1.3	3	0.316	1983	0.0154176424668228
1	1.3	4	0.38	1983	0.0149960536700868
1	3	1	1.952	2011	0.0647386574688246
1	3	2	2.222	2011	0.0664672449895304
1	3	3	2.522	2011	0.0768597811842867
1	3	4	2.204	2011	0.0730309155372941
2	1.3	1	0.794	1988	0.0225171572797913
2	1.3	2	0.428	1988	0.0212354254527413
2	1.3	3	0.772	1988	0.0293157135262398
2	1.3	4	0.663	1988	0.0345870937451093
3	1.3	1	0.824	1982	0.0223360711284595
3	1.3	2	0.857	1982	0.0294248927038627
3	1.3	3	0.806	1982	0.0245432399512789
3	1.3	4	0.746	1982	0.0228260204393856
4	1.3	1	1.048	1995	0.0286589367753227
4	1.3	2	1.237	1995	0.0295177416660701
4	1.3	3	0.914	1995	0.028395675406984
4	1.3	4	1.702	1995	0.0401756208101218
4	3	1	1.841	2009	0.0381048971312663
4	3	2	1.935	2009	0.0392765801972963
4	3	3	1.616	2009	0.0346083008523579
4	3	4	1.903	2009	0.0406963067513526
5	1.3	1	1.775	1992	0.0307801689007578
5	1.3	2	1.173	1992	0.0288086057420733
5	1.3	3	1.14	1992	0.0301141166525782
5	1.3	4	1.518	1992	0.0318746850327566
5	2	1	1.93	2009	0.0438048979777117
5	2	2	2.502	2009	0.0370825984497043
5	2	3	2.127	2009	0.0374715924105491
5	2	4	1.86	2009	0.0367059380735303
6	1.3	1	1.047	1989	0.0212861121841137
6	1.3	2	0.602	1989	0.0193289452560604
6	1.3	3	1.101	1989	0.0279200689760105
6	1.3	4	0.874	1990	0.0239347135502246
7	1.3	1	1.238	1993	0.0410123898495992
7	1.3	2	0.791	1993	0.0339981088283332
7	1.3	3	0.6	1993	0.0275115777889862
7	1.3	4	0.801	1993	0.0323544856000323
8	1.3	1	0.983	1992	0.0306163764911079
8	1.3	2	1.174	1992	0.0363276294210477
8	1.3	3	1.004	1992	0.0310768564088278
8	1.3	4	1.004	1992	0.0299719386232014
9	1.3	1	0.762	1983	0.0283830595597273
9	1.3	2	1.103	1983	0.0318353681415418
9	1.3	3	0.887	1983	0.0325552374660501
9	1.3	4	0.787	1983	0.0277679768541387
10	1.3	1	1.302	2000	0.030761961015948
10	1.3	2	1.715	2000	0.0344792923200643
10	1.3	3	0.92	2000	0.0222372619162719
10	1.3	4	0.856	2000	0.0209963452623317
10	2	1	1.205	2008	0.0244045690213869
10	2	2	0.95	2008	0.0194301842799583
10	2	3	1.063	2008	0.0201780528084129
10	2	4	1.047	2008	0.0219671855985901
11	1.3	1	1.574	1988	0.0304631403743057
11	1.3	2	0.919	1988	0.0275777217620934
11	1.3	3	0.728	1988	0.0223059717498545
11	1.3	4	1.142	1988	0.0256300917925354
11	3	1	1.329	2009	0.0219676683526728
11	3	2	1.568	2009	0.0253131861035774
11	3	3	NA	2009	2.03533338760889e-05
11	3	4	1.333	2009	0.020596097093679
1	1.3	1	0.428	1984	0.018968268037582
1	1.3	2	0.476	1984	0.0201626567265334
1	1.3	3	0.412	1984	0.0201014832162373
1	1.3	4	0.523	1984	0.0206393054459353
2	1.3	1	1.016	1989	0.0288128863932846
2	1.3	2	0.556	1989	0.0275862068965517
2	1.3	3	0.861	1989	0.032695374800638
2	1.3	4	0.65	1989	0.0339089154363817
3	1.3	1	0.459	1983	0.01244205903879
3	1.3	2	0.587	1983	0.0201545064377682
3	1.3	3	0.772	1983	0.0235079171741778
3	1.3	4	0.365	1983	0.0111682271586806
4	1.3	1	1.301	1996	0.0355775541457012
4	1.3	2	1.111	1996	0.026511084067101
4	1.3	3	0.757	1996	0.0235180812725239
4	1.3	4	1.396	1996	0.0329525068454348
4	3	1	2.381	2010	0.0492817816781885
4	3	2	2.14	2010	0.0434376649210409
4	3	3	1.76	2010	0.0376922088491027
4	3	4	1.744	2010	0.0372960372960373
5	1.3	1	2.689	1993	0.0466297882671198
5	1.3	2	1.618	1993	0.0397377016970798
5	1.3	3	1.299	1993	0.0343142434488588
5	1.3	4	1.774	1993	0.0372501259868974
5	2	1	1.844	2010	0.0418529698812955
5	2	2	2.286	2010	0.0338812230439744
5	2	3	1.81	2010	0.0318869686239276
5	2	4	1.667	2010	0.0328972036390188
6	1.3	1	1.333	1990	0.0271006566775774
6	1.3	2	0.602	1990	0.0193289452560604
6	1.3	3	1.261	1990	0.0319774813612619
6	1.3	4	1.529	1991	0.0418720560850038
7	1.3	1	1.619	1994	0.0536341350294839
7	1.3	2	1.456	1994	0.0625805897017106
7	1.3	3	1.166	1994	0.0534641661699298
7	1.3	4	1.358	1994	0.0548531728400048
8	1.3	1	1.714	1993	0.0533839972591647
8	1.3	2	1.746	1993	0.0540272921372652
8	1.3	3	1.506	1993	0.0466152846132417
8	1.3	4	1.776	1993	0.0530180906322766
9	1.3	1	0.539	1984	0.0200767311058964
9	1.3	2	0.978	1984	0.028227552169019
9	1.3	3	0.728	1984	0.0267195184614255
9	1.3	4	0.571	1984	0.0201467786324183
10	1.3	1	1.048	2001	0.0247607796810396
10	1.3	2	1.302	2001	0.0261761158021713
10	1.3	3	1.048	2001	0.0253311418350575
10	1.3	4	1.332	2001	0.0326718830483946
10	2	1	1.269	2009	0.025700745301361
10	2	2	0.982	2009	0.0200846746978095
10	2	3	1.365	2009	0.0259106698809818
10	2	4	1.174	2009	0.0246317821325165
11	1.3	1	1.565	1989	0.0302889546923687
11	1.3	2	0.951	1989	0.0285379906373785
11	1.3	3	1.076	1989	0.0329687164874223
11	1.3	4	1.206	1989	0.0270664542047265
11	3	1	1.139	2010	0.0188270686634269
11	3	2	1.14	2010	0.0184037194885703
11	3	3	1.111	2010	0.0226125539363348
11	3	4	0.984	2010	0.0152037205852814
1	1.3	1	0.602	1985	0.0266796667257578
1	1.3	2	0.572	1985	0.0242290748898678
1	1.3	3	0.412	1985	0.0201014832162373
1	1.3	4	0.65	1985	0.0256511444356748
2	1.3	1	0.982	1990	0.027848675628155
2	1.3	2	0.651	1990	0.0322996774993798
2	1.3	3	0.896	1990	0.0340244550770867
2	1.3	4	0.545	1990	0.0284313214043508
3	1.3	1	0.523	1984	0.0141768995147868
3	1.3	2	0.46	1984	0.015793991416309
3	1.3	3	0.677	1984	0.0206151035322777
3	1.3	4	0.317	1984	0.00969952879260755
4	1.3	1	1.364	1997	0.0373003719098666
4	1.3	2	1.682	1997	0.0401364927100484
4	1.3	3	0.979	1997	0.0304150615136076
4	1.3	4	1.365	1997	0.0322207534699273
4	3	1	3.302	2011	0.0683445792109947
4	3	2	3.063	2011	0.0621726951650225
4	3	3	1.076	2011	0.023043645864565
4	3	4	2.032	2011	0.0434550159320801
5	1.3	1	2.374	1994	0.0411673920959994
5	1.3	2	1.682	1994	0.0413095267333055
5	1.3	3	1.679	1994	0.0443522823330516
5	1.3	4	1.899	1994	0.0398748530152864
5	2	1	2.071	2011	0.047005152182301
5	2	2	2.953	2011	0.0437669517274088
5	2	3	2.032	2011	0.0357979669855364
5	2	4	1.645	2011	0.0324630473822351
6	1.3	1	1.143	1991	0.0232378473987029
6	1.3	2	0.538	1991	0.0172740407770108
6	1.3	3	1.168	1991	0.0296191104123345
6	1.3	4	1.04	1992	0.0284806660094205
7	1.3	1	1.619	1995	0.0536341350294839
7	1.3	2	1.077	1995	0.0462907246625978
7	1.3	3	0.884	1995	0.0405337246091063
7	1.3	4	1.092	1995	0.0441087369228905
8	1.3	1	1.905	1994	0.0593328557635407
8	1.3	2	1.967	1994	0.0608657981867129
8	1.3	3	2.305	1994	0.07134676695453
8	1.3	4	2.09	1994	0.0623917845841543
9	1.3	1	0.539	1985	0.0200767311058964
9	1.3	2	0.821	1985	0.0236961353075302
9	1.3	3	0.76	1985	0.0278940027894003
9	1.3	4	0.571	1985	0.0201467786324183
10	1.3	1	1.429	2002	0.0337625516834022
10	1.3	2	1.872	2002	0.0376357056694813
10	1.3	3	1.49	2002	0.0360146959296142
10	1.3	4	1.521	2002	0.037307758345802
10	2	1	1.107	2010	0.0224197990926766
10	2	2	1.265	2010	0.0258728243306813
10	2	3	1.383	2010	0.0262523490442475
10	2	4	1.3	2010	0.0272753975913726
11	1.3	1	1.799	1990	0.0348177824227293
11	1.3	2	1.047	1990	0.0314187972632337
11	1.3	3	1.265	1990	0.0387596899224806
11	1.3	4	1.396	1990	0.0313306551159189
11	3	1	1.217	2011	0.0201163674832226
11	3	2	1.46	2011	0.0235696758362392
11	3	3	1.348	2011	0.0274362940649678
11	3	4	1.252	2011	0.019344571313793
12	1.3	1	1.459	1982	0.0304307018458651
12	1.3	2	1.33	1982	0.0362003266194883
12	1.3	3	1.161	1982	0.0342044014966267
12	1.3	4	1.425	1982	0.0373858746982894
1	1.3	1	0.839	1986	0.0371831235596525
1	1.3	2	0.571	1986	0.0241867163673331
1	1.3	3	0.38	1986	0.0185402029664325
1	1.3	4	1.062	1986	0.0419100236779795
2	1.3	1	0.887	1991	0.0251545573138222
2	1.3	2	0.556	1991	0.0275862068965517
2	1.3	3	0.787	1991	0.0298853193590036
2	1.3	4	0.565	1991	0.0294746726485471
3	1.3	1	0.665	1985	0.0180260768209048
3	1.3	2	0.762	1985	0.0261630901287554
3	1.3	3	0.796	1985	0.0242387332521315
3	1.3	4	0.539	1985	0.0164922587356955
4	1.3	1	1.3	1998	0.0355502078319843
4	1.3	2	1.996	1998	0.0476292743455747
4	1.3	3	1.198	1998	0.0372188393190009
4	1.3	4	1.111	1998	0.0262250967802851
5	1.3	1	2.534	1995	0.0439419425321241
5	1.3	2	1.206	1995	0.0296190780263772
5	1.3	3	1.204	1995	0.0318047337278106
5	1.3	4	1.965	1995	0.0412607088862758
