Snr	strata	age	plot	rn	dw.g	area.cm	sla	area.n	dw.n	yr	ag	bg	pch
374	8	4	0	3	52	0.939	33.70961	35.8994781682641	0.648261730769231	0.0180576923076923	18	0	white	24
375	8	4	1	3	58	0.834	31.2128408	37.4254685851319	0.538152427586207	0.0143793103448276	18	1	white	24
376	8	4	2	3	56	0.799	31.6515496	39.6139544430538	0.565206242857143	0.0142678571428571	18	2	white	24
377	8	4	0	3	47	0.726	28.2515564	38.9139895316804	0.601096944680851	0.0154468085106383	18	0	white	24
378	8	4	1	3	59	0.803	29.6515536	36.9259696139477	0.502568705084746	0.0136101694915254	18	1	white	24
379	8	4	2	3	54	0.691	26.1741412	37.8786413892909	0.484706318518519	0.0127962962962963	18	2	white	24
380	8	4	3	3	35	0.348	14.0902944	40.4893517241379	0.40257984	0.00994285714285714	18	2	white	24
385	8	5	0	3	61	0.895	38.3289556	42.8256487150838	0.62834353442623	0.014672131147541	18	0	white	24
386	8	5	1	3	50	0.616	24.6386604	39.9978253246753	0.492773208	0.01232	18	1	white	24
387	8	5	2	3	43	0.693	26.1999476	37.8065621933622	0.609301106976744	0.0161162790697674	18	2	white	24
381	8	5	0	3	51	0.965	35.5676708	36.8576899481865	0.697405309803922	0.018921568627451	18	0	white	24
382	8	5	1	3	70	1.054	41.516046	39.3890379506641	0.593086371428571	0.0150571428571429	18	1	white	24
383	8	5	2	3	50	1.02	35.4967032	34.8006894117647	0.709934064	0.0204	18	2	white	24
384	8	5	3	3	29	0.504	17.09674	33.9221031746032	0.58954275862069	0.0173793103448276	18	2	white	24
388	9	1	0	3	57	0.429	21.161248	49.3269184149184	0.371249964912281	0.00752631578947368	18	0	white	24
389	9	1	1	3	47	0.364	16.8580308	46.3132714285714	0.358681506382979	0.00774468085106383	18	1	white	24
390	9	1	2	3	50	0.422	18.9612524	44.9318777251185	0.379225048	0.00844	18	2	white	24
391	9	1	3	3	16	0.176	6.6838576	37.9764636363636	0.4177411	0.011	18	2	white	24
392	9	1	0	3	63	0.49	24.0773712	49.137492244898	0.382180495238095	0.00777777777777778	18	0	white	24
393	9	1	1	3	48	0.391	18.4580276	47.207231713555	0.384542241666667	0.00814583333333333	18	1	white	24
394	9	1	2	3	62	0.617	26.6063984	43.1222016207456	0.429135458064516	0.00995161290322581	18	2	white	24
395	9	2	0	3	60	0.558	24.935434	44.6871577060932	0.415590566666667	0.0093	18	0	white	24
396	9	2	1	3	57	0.487	22.0193108	45.2141905544148	0.386303698245614	0.00854385964912281	18	1	white	24
397	9	2	2	3	48	0.513	22.41931	43.7023586744639	0.467068958333333	0.0106875	18	2	white	24
398	9	2	0	3	45	0.365	18.4773824	50.622965479452	0.410608497777778	0.00811111111111111	18	0	white	24
399	9	2	1	3	45	0.372	18.774156	50.4681612903226	0.417203466666667	0.00826666666666667	18	1	white	24
400	9	2	2	3	48	0.498	21.0386676	42.2463204819277	0.438305575	0.010375	18	2	white	24
401	9	3	0	3	53	0.489	21.7935048	44.5674944785276	0.411198203773585	0.00922641509433962	18	0	white	24
402	9	3	1	3	54	0.428	20.7354424	48.4472953271028	0.383989674074074	0.00792592592592593	18	1	white	24
403	9	3	2	3	47	0.437	21.1999576	48.5124887871854	0.451062927659575	0.00929787234042553	18	2	white	24
404	9	3	3	3	28	0.252	10.064496	39.9384761904762	0.359446285714286	0.009	18	2	white	24
405	9	3	0	3	49	0.465	21.322538	45.8549204301075	0.435153836734694	0.00948979591836735	18	0	white	24
406	9	3	1	3	45	0.415	18.9548008	45.6742187951807	0.421217795555556	0.00922222222222222	18	1	white	24
407	9	3	2	3	54	0.58	24.3160804	41.9242765517241	0.450297785185185	0.0107407407407407	18	2	white	24
408	9	3	3	3	26	0.271	11.2451388	41.4949771217712	0.432505338461538	0.0104230769230769	18	2	white	24
409	9	4	0	3	45	0.468	20.1354436	43.0244521367521	0.447454302222222	0.0104	18	0	white	24
410	9	4	1	3	56	0.459	22.7160836	49.4903782135076	0.40564435	0.00819642857142857	18	1	white	24
411	9	4	2	3	41	0.436	18.8902848	43.3263412844037	0.460738653658537	0.0106341463414634	18	2	white	24
412	9	4	3	3	8	0.081	3.354832	41.4176790123457	0.419354	0.010125	18	2	white	24
413	9	4	0	3	55	0.612	27.2644616	44.5497738562092	0.495717483636364	0.0111272727272727	18	0	white	24
414	9	4	1	3	48	0.506	21.4386668	42.3689067193676	0.446638891666667	0.0105416666666667	18	1	white	24
415	9	4	2	3	46	0.527	21.7806016	41.329414800759	0.473491339130435	0.0114565217391304	18	2	white	24
419	9	5	0	3	48	0.628	28.2192984	44.9351885350318	0.58790205	0.0130833333333333	18	0	white	24
420	9	5	1	3	59	0.647	29.8580048	46.1483845440495	0.506067877966102	0.0109661016949153	18	1	white	24
421	9	5	2	3	54	0.713	30.4321972	42.6819035063113	0.563559207407407	0.0132037037037037	18	2	white	24
416	9	5	0	3	43	0.712	27.3160744	38.3652730337079	0.635257544186047	0.0165581395348837	18	0	white	24
417	9	5	1	3	54	0.77	33.4257396	43.4100514285714	0.618995177777778	0.0142592592592593	18	1	white	24
418	9	5	2	3	46	0.888	32.7160636	36.842413963964	0.711218773913044	0.019304347826087	18	2	white	24
29	10	1	0	3	55	0.394	20.3483464	51.6455492385787	0.369969934545455	0.00716363636363636	18	0	white	24
30	10	1	1	3	63	0.412	22.8322124	55.4179912621359	0.36241606984127	0.00653968253968254	18	1	white	24
31	10	1	2	3	50	0.445	20.2773788	45.5671433707865	0.405547576	0.0089	18	2	white	24
32	10	1	3	3	45	0.364	15.709646	43.1583681318681	0.349103244444444	0.00808888888888889	18	2	white	24
33	10	1	0	3	49	0.413	20.2451208	49.0196629539952	0.413165730612245	0.00842857142857143	18	0	white	24
34	10	1	1	3	42	0.39	19.2193164	49.2802984615385	0.457602771428571	0.00928571428571429	18	1	white	24
35	10	1	2	3	51	0.506	22.2451168	43.9626814229249	0.436178760784314	0.00992156862745098	18	2	white	24
36	10	1	3	3	46	0.415	19.1483488	46.1405995180723	0.416268452173913	0.00902173913043478	18	2	white	24
37	10	2	0	3	54	0.331	17.1031916	51.6712737160121	0.31672577037037	0.00612962962962963	18	0	white	24
38	10	2	1	3	59	0.427	22.3160844	52.2624927400468	0.378238718644068	0.00723728813559322	18	1	white	24
39	10	2	2	3	41	0.379	17.774158	46.8975145118733	0.433516048780488	0.00924390243902439	18	2	white	24
40	10	2	3	3	58	0.429	20.6386684	48.1087841491842	0.355839110344828	0.00739655172413793	18	2	white	24
41	10	2	0	3	44	0.39	18.8902848	48.4366276923077	0.429324654545455	0.00886363636363636	18	0	white	24
42	10	2	1	3	50	0.365	18.935446	51.8779342465754	0.37870892	0.0073	18	1	white	24
43	10	2	2	3	41	0.365	16.9741596	46.5045468493151	0.414003892682927	0.00890243902439024	18	2	white	24
44	10	2	3	3	58	0.413	19.9418956	48.2854615012107	0.343825786206897	0.00712068965517241	18	2	white	24
45	10	3	0	3	50	0.487	22.548342	46.3004969199179	0.45096684	0.00974	18	0	white	24
46	10	3	1	3	49	0.461	22.354794	48.4919609544468	0.456220285714286	0.00940816326530612	18	1	white	24
47	10	3	2	3	37	0.401	17.4709328	43.5684109725686	0.472187372972973	0.0108378378378378	18	2	white	24
48	10	3	3	3	42	0.351	15.7935168	44.9957743589744	0.376036114285714	0.00835714285714286	18	2	white	24
49	10	3	0	3	60	0.519	24.741886	47.6722273603083	0.412364766666667	0.00865	18	0	white	24
50	10	3	1	3	62	0.539	25.2644656	46.8728489795918	0.407491380645161	0.00869354838709678	18	1	white	24
51	10	3	2	3	50	0.52	21.9935044	42.2952007692308	0.439870088	0.0104	18	2	white	24
52	10	3	3	3	47	0.438	18.7354464	42.7749917808219	0.398626519148936	0.00931914893617021	18	2	white	24
53	10	4	0	3	46	0.665	25.9612384	39.0394562406015	0.564374747826087	0.0144565217391304	18	0	white	24
54	10	4	1	3	57	0.686	29.8128436	43.4589556851312	0.523032343859649	0.0120350877192982	18	1	white	24
55	10	4	2	3	53	0.53	21.9483432	41.4119683018868	0.414119683018868	0.01	18	2	white	24
56	10	4	3	3	50	0.502	20.8838292	41.6012533864542	0.417676584	0.01004	18	2	white	24
57	10	4	0	3	59	0.64	27.3805904	42.7821725	0.46407780338983	0.0108474576271186	18	0	white	24
58	10	4	1	3	75	0.834	37.4128284	44.8595064748201	0.498837712	0.01112	18	1	white	24
59	10	4	2	3	48	0.552	22.9225348	41.5263311594203	0.477552808333333	0.0115	18	2	white	24
60	10	4	3	3	63	0.574	24.67737	42.9919337979094	0.391704285714286	0.00911111111111111	18	2	white	24
64	10	5	0	3	78	0.825	37.2321836	45.1299195151515	0.477335687179487	0.0105769230769231	18	0	white	24
65	10	5	1	3	47	0.479	22.032214	45.9962713987474	0.468770510638298	0.0101914893617021	18	1	white	24
66	10	5	2	3	56	0.732	29.9934884	40.9747109289618	0.535598007142857	0.0130714285714286	18	2	white	24
61	10	5	0	3	62	0.578	25.9612384	44.9156373702422	0.418729651612903	0.00932258064516129	18	0	white	24
62	10	5	1	3	53	0.668	26.8322044	40.1679706586826	0.50626800754717	0.0126037735849057	18	1	white	24
63	10	5	2	3	57	0.582	25.7805936	44.2965525773196	0.452291115789474	0.0102105263157895	18	2	white	24
67	11	1	0	3	51	0.257	14.2644876	55.5038428015564	0.279695835294118	0.00503921568627451	18	0	white	24
68	11	1	1	3	47	0.325	18.0128672	55.4242067692308	0.383252493617021	0.00691489361702128	18	1	white	24
69	11	1	2	3	53	0.298	15.064486	50.551966442953	0.28423558490566	0.00562264150943396	18	2	white	24
70	11	1	3	3	44	0.286	13.54836	47.3718881118881	0.307917272727273	0.0065	18	2	white	24
71	11	1	0	3	54	0.255	14.1483588	55.48376	0.262006644444445	0.00472222222222222	18	0	white	24
72	11	1	1	3	56	0.261	14.7677124	56.5812735632184	0.26370915	0.00466071428571429	18	1	white	24
73	11	1	2	3	65	0.363	18.2515764	50.2798247933884	0.280793483076923	0.00558461538461538	18	2	white	24
74	11	1	3	3	53	0.284	13.9548108	49.1366577464789	0.263298316981132	0.00535849056603774	18	2	white	24
75	11	2	0	3	73	0.368	20.354798	55.3119510869565	0.278832849315068	0.00504109589041096	18	0	white	24
76	11	2	1	3	54	0.293	15.2128728	51.9210675767918	0.281719866666667	0.00542592592592593	18	1	white	24
77	11	2	2	3	59	0.343	17.1870624	50.1080536443149	0.291306142372881	0.0058135593220339	18	2	white	24
78	11	2	3	3	65	0.328	16.5741604	50.5309768292683	0.254987083076923	0.00504615384615385	18	2	white	24
79	11	2	0	3	55	0.281	14.9225508	53.1051629893238	0.271319105454545	0.00510909090909091	18	0	white	24
80	11	2	1	3	57	0.305	16.2709352	53.3473285245901	0.285455003508772	0.00535087719298246	18	1	white	24
81	11	2	2	3	54	0.305	15.1483568	49.6667436065574	0.280525125925926	0.00564814814814815	18	2	white	24
82	11	2	3	3	49	0.27	13.0128772	48.1958414814815	0.26556892244898	0.00551020408163265	18	2	white	24
83	11	3	0	3	55	0.325	16.6193216	51.1363741538461	0.302169483636364	0.00590909090909091	18	0	white	24
84	11	3	1	3	53	0.341	16.7677084	49.1721653958944	0.316371856603774	0.00643396226415094	18	1	white	24
85	11	3	2	3	48	0.411	17.2515784	41.9746433090024	0.359407883333333	0.0085625	18	2	white	24
86	11	3	3	3	54	0.408	18.4709308	45.2718892156863	0.342054274074074	0.00755555555555555	18	2	white	24
87	11	3	0	3	58	0.327	16.8902888	51.6522593272171	0.291211875862069	0.00563793103448276	18	0	white	24
88	11	3	1	3	39	0.244	11.7806216	48.2812360655738	0.302067220512821	0.00625641025641026	18	1	white	24
89	11	3	2	3	55	0.392	18.290286	46.6588928571429	0.332550654545455	0.00712727272727273	18	2	white	24
90	11	3	3	3	46	0.326	14.6064224	44.8049766871166	0.31753092173913	0.00708695652173913	18	2	white	24
91	11	4	0	3	47	0.307	15.2128728	49.5533315960912	0.323678144680851	0.00653191489361702	18	0	white	24
92	11	4	1	3	52	0.437	19.6838316	45.0430929061785	0.378535223076923	0.00840384615384615	18	1	white	24
93	11	4	2	3	40	0.323	14.290294	44.2423962848297	0.35725735	0.008075	18	2	white	24
94	11	4	3	3	51	0.397	17.2773848	43.5198609571788	0.338772250980392	0.0077843137254902	18	2	white	24
95	11	4	0	3	56	0.398	19.2967356	48.4842603015075	0.344584564285714	0.00710714285714286	18	0	white	24
96	11	4	1	3	54	0.439	20.6386684	47.0129120728929	0.382197562962963	0.00812962962962963	18	1	white	24
97	11	4	2	3	59	0.439	20.0515728	45.6755644646925	0.339857166101695	0.0074406779661017	18	2	white	24
98	11	4	3	3	43	0.339	14.5935192	43.0487292035398	0.33938416744186	0.00788372093023256	18	2	white	24
102	11	5	0	3	47	0.419	17.9935124	42.9439436754177	0.382840689361702	0.00891489361702128	18	0	white	24
103	11	5	1	3	50	0.514	21.5870536	41.9981587548638	0.431741072	0.01028	18	1	white	24
104	11	5	2	3	43	0.499	19.4451224	38.9681811623246	0.452212148837209	0.0116046511627907	18	2	white	24
99	11	5	0	3	59	0.473	21.419312	45.2839577167019	0.363039186440678	0.00801694915254237	18	0	white	24
100	11	5	1	3	43	0.345	14.8451316	43.0293669565217	0.345235618604651	0.00802325581395349	18	1	white	24
101	11	5	2	3	38	0.59	22.9289864	38.8626888135593	0.603394378947368	0.0155263157894737	18	2	white	24
105	12	1	0	3	138	0.661	38.7870192	58.6793028744327	0.281065356521739	0.00478985507246377	18	0	white	24
106	12	1	1	3	51	0.358	19.5418964	54.5863027932961	0.383174439215686	0.00701960784313725	18	1	white	24
107	12	1	2	3	48	0.386	18.7483496	48.5708538860104	0.390590616666667	0.00804166666666667	18	2	white	24
108	12	1	3	3	52	0.487	21.1806028	43.4919975359343	0.407319284615385	0.00936538461538462	18	2	white	24
109	12	1	0	3	53	0.315	16.9225468	53.7223707936508	0.319293335849057	0.00594339622641509	18	0	white	24
110	12	1	1	3	51	0.37	19.709638	53.2692918918919	0.386463490196078	0.00725490196078431	18	1	white	24
111	12	1	2	3	55	0.476	20.7225392	43.5347462184874	0.37677344	0.00865454545454545	18	2	white	24
112	12	1	3	3	50	0.554	22.9870508	41.4928714801444	0.459741016	0.01108	18	2	white	24
113	12	2	0	3	59	0.444	21.5031828	48.4305918918919	0.364460725423729	0.00752542372881356	18	0	white	24
114	12	2	1	3	43	0.425	19.9225408	46.8765665882353	0.463314902325581	0.00988372093023256	18	1	white	24
115	12	2	2	3	55	0.609	24.9741436	41.0084459770115	0.454075338181818	0.0110727272727273	18	2	white	24
116	12	2	3	3	55	0.472	21.1354416	44.7784779661017	0.384280756363636	0.00858181818181818	18	2	white	24
117	12	2	0	3	76	0.507	25.032208	49.373191321499	0.329371157894737	0.00667105263157895	18	0	white	24
118	12	2	1	3	62	0.568	27.161236	47.8190774647887	0.438084451612903	0.00916129032258064	18	1	white	24
119	12	2	2	3	74	0.725	32.774128	45.2056937931035	0.442893621621622	0.0097972972972973	18	2	white	24
120	12	2	3	3	42	0.35	15.8515812	45.290232	0.3774186	0.00833333333333333	18	2	white	24
121	12	3	0	3	41	0.418	18.580608	44.4512153110048	0.45318556097561	0.0101951219512195	18	0	white	24
122	12	3	1	3	53	0.656	28.7934908	43.8925164634146	0.543273411320755	0.012377358490566	18	1	white	24
123	12	3	2	3	50	0.638	25.193498	39.4882413793103	0.50386996	0.01276	18	2	white	24
124	12	3	3	3	47	0.484	19.774154	40.8556900826446	0.420726680851064	0.0102978723404255	18	2	white	24
125	12	3	0	3	68	0.527	25.1160788	47.6585935483871	0.3693541	0.00775	18	0	white	24
126	12	3	1	3	52	0.484	22.4257616	46.3342181818182	0.431264646153846	0.00930769230769231	18	1	white	24
127	12	3	2	3	54	0.609	25.6257552	42.0784157635468	0.474551022222222	0.0112777777777778	18	2	white	24
128	12	3	3	3	50	0.501	21.6709244	43.2553381237525	0.433418488	0.01002	18	2	white	24
129	12	4	0	3	65	0.699	29.7031664	42.493800286123	0.456971790769231	0.0107538461538462	18	0	white	24
130	12	4	1	3	70	1.021	40.612822	39.7774946131244	0.580183171428571	0.0145857142857143	18	1	white	24
131	12	4	2	3	55	0.997	37.2773448	37.3895133400201	0.677769905454546	0.0181272727272727	18	2	white	24
132	12	4	3	3	42	0.526	19.9225408	37.875552851711	0.47434620952381	0.0125238095238095	18	2	white	24
133	12	4	0	3	83	1.014	42.4579796	41.8717747534517	0.511541922891566	0.0122168674698795	18	0	white	24
134	12	4	1	3	57	0.691	27.677364	40.0540723589002	0.485567789473684	0.0121228070175439	18	1	white	24
135	12	4	2	3	83	1.018	39.4128244	38.715937524558	0.474853306024096	0.0122650602409639	18	2	white	24
136	12	4	3	3	69	0.743	29.0580064	39.1090261103634	0.421130527536232	0.010768115942029	18	2	white	24
140	12	5	0	3	71	0.916	38.54831	42.083307860262	0.542933943661972	0.0129014084507042	18	0	white	24
141	12	5	1	3	52	0.656	27.3676872	41.7190353658537	0.526301676923077	0.0126153846153846	18	1	white	24
142	12	5	2	3	43	1.107	38.580568	34.8514616079494	0.897222511627907	0.0257441860465116	18	2	white	24
137	12	5	0	3	36	0.476	19.8902828	41.7863084033613	0.552507855555556	0.0132222222222222	18	0	white	24
138	12	5	1	3	49	0.706	27.677364	39.2030651558074	0.564844163265306	0.0144081632653061	18	1	white	24
139	12	5	2	3	35	0.783	26.7999464	34.2272623243934	0.765712754285715	0.0223714285714286	18	2	white	24
1100	1	1	0	2	20	0.1235	6.462277	52.3261295546559	0.32311385	0.006175	11	0	1	21
2100	1	1	1	2	20	0.1393	6.284406	45.1141852117732	0.3142203	0.006965	11	1	1	21
3100	1	1	2	2	20	0.1101	4.79314	43.5344232515895	0.239657	0.005505	11	2	1	21
422	1	1	3	2	20	0.1207	5.064893	41.9626594863297	0.25324465	0.006035	11	2	1	21
510	1	1	3	2	20	0.0956	4.278151	44.7505334728033	0.21390755	0.00478	11	2	1	21
610	1	2	0	2	21	0.1908	9.134885	47.8767557651992	0.434994523809524	0.00908571428571429	11	0	1	21
710	1	2	1	2	20	0.2014	8.027074	39.8563753723933	0.4013537	0.01007	11	1	1	21
810	1	2	2	2	20	0.1429	6.188633	43.3074387683695	0.30943165	0.007145	11	2	1	21
910	1	2	3	2	20	0.1771	6.547593	36.9711631846414	0.32737965	0.008855	11	2	1	21
1010	1	2	3	2	20	0.161	5.968245	37.0698447204969	0.29841225	0.00805	11	2	1	21
1110	1	3	0	2	20	0.2458	9.783739	39.8036574450773	0.48918695	0.01229	11	0	1	21
1210	1	3	1	2	20	0.2942	9.935987	33.7728993881713	0.49679935	0.01471	11	1	1	21
1310	1	3	2	2	20	0.2225	7.621092	34.2520988764045	0.3810546	0.011125	11	2	1	21
1410	1	3	3	2	20	0.2259	7.229954	32.0051084550686	0.3614977	0.011295	11	2	1	21
1510	1	3	3	2	20	0.2164	7.545511	34.8683502772643	0.37727555	0.01082	11	2	1	21
1610	1	4	0	2	20	0.2772	10.179906	36.7240476190476	0.5089953	0.01386	11	0	1	21
1710	1	4	1	2	20	0.3491	10.867013	31.1286536808937	0.54335065	0.017455	11	1	1	21
1810	1	4	2	2	20	0.2835	9.112721	32.1436366843034	0.45563605	0.014175	11	2	1	21
1910	1	4	3	2	20	0.2792	8.586591	30.7542657593123	0.42932955	0.01396	11	2	1	21
2010	1	4	3	2	20	0.2721	8.374127	30.7759169423006	0.41870635	0.013605	11	2	1	21
2110	1	5	0	2	20	0.3601	11.890153	33.0190308247709	0.59450765	0.018005	11	0	1	21
2210	1	5	1	2	20	0.4441	12.212468	27.4993650078811	0.6106234	0.022205	11	1	1	21
2310	1	5	2	2	20	0.403	11.499939	28.5358287841191	0.57499695	0.02015	11	2	1	21
2410	2	1	0	2	20	0.1997	9.348796	46.8142013019529	0.4674398	0.009985	11	0	1	21
2510	2	1	1	2	20	0.3106	11.0693	35.6384417256922	0.553465	0.01553	11	1	1	21
2610	2	1	2	2	20	0.2024	7.949401	39.2756966403162	0.39747005	0.01012	11	2	1	21
2710	2	1	3	2	20	0.2102	7.522704	35.7883158896289	0.3761352	0.01051	11	2	1	21
2810	2	2	0	2	20	0.2342	10.18968	43.5084543125534	0.509484	0.01171	11	0	1	21
2910	2	2	1	2	20	0.313	10.739946	34.3129265175719	0.5369973	0.01565	11	1	1	21
3010	2	2	2	2	20	0.262	9.098482	34.7270305343511	0.4549241	0.0131	11	2	1	21
3110	2	2	3	2	20	0.2509	8.98867	35.8257074531686	0.4494335	0.012545	11	2	1	21
3210	2	2	3	2	20	0.3028	9.57747	31.6296895640687	0.4788735	0.01514	11	2	1	21
3310	2	3	0	2	20	0.3593	12.447377	34.6434094071806	0.62236885	0.017965	11	0	1	21
3410	2	3	1	2	20	0.3855	12.595321	32.6726874189364	0.62976605	0.019275	11	1	1	21
3510	2	3	2	2	20	0.3276	10.637455	32.4708638583639	0.53187275	0.01638	11	2	1	21
3610	2	3	3	2	20	0.2928	9.578435	32.7132342896175	0.47892175	0.01464	11	2	1	21
3710	2	3	3	2	20	0.3784	10.883666	28.7623308668076	0.5441833	0.01892	11	2	1	21
3810	2	4	0	2	20	0.3598	12.692663	35.276995553085	0.63463315	0.01799	11	0	1	21
3910	2	4	1	2	20	0.3674	12.216973	33.2525122482308	0.61084865	0.01837	11	1	1	21
4010	2	4	2	2	20	0.4414	13.188022	29.8777118260082	0.6594011	0.02207	11	2	1	21
4110	2	4	3	2	20	0.3101	9.8162	31.6549500161238	0.49081	0.015505	11	2	1	21
423	2	4	3	2	20	0.3367	9.867888	29.3076566676567	0.4933944	0.016835	11	2	1	21
431	2	5	0	2	20	0.38	12.100726	31.8440157894737	0.6050363	0.019	11	0	1	21
441	2	5	1	2	20	0.4082	12.947563	31.7186746692798	0.64737815	0.02041	11	1	1	21
451	2	5	2	2	20	0.4759	13.594486	28.5658457659172	0.6797243	0.023795	11	2	1	21
461	2	5	3	2	20	0.5794	15.059205	25.991033828098	0.75296025	0.02897	11	2	1	21
471	3	1	0	2	20	0.1282	6.275477	48.9506786271451	0.31377385	0.00641	11	0	1	21
481	3	1	1	2	20	0.1556	6.783507	43.5958033419023	0.33917535	0.00778	11	1	1	21
491	3	1	2	2	20	0.1739	7.263621	41.7689534215066	0.36318105	0.008695	11	2	1	21
501	3	1	3	2	20	0.1515	6.300174	41.5853069306931	0.3150087	0.007575	11	2	1	21
511	3	1	3	2	12	0.0876	3.650052	41.6672602739726	0.304171	0.0073	11	2	1	21
521	3	2	0	2	20	0.1928	8.383861	43.4847562240664	0.41919305	0.00964	11	0	1	21
531	3	2	1	2	20	0.2368	9.376229	39.5955616554054	0.46881145	0.01184	11	1	1	21
541	3	2	2	2	20	0.2647	9.257649	34.974117869286	0.46288245	0.013235	11	2	1	21
551	3	2	3	2	20	0.1515	5.876172	38.7866138613861	0.2938086	0.007575	11	2	1	21
561	3	3	0	2	20	0.1809	8.405904	46.4671310116086	0.4202952	0.009045	11	0	1	21
571	3	3	1	2	20	0.189	7.605807	40.2423650793651	0.38029035	0.00945	11	1	1	21
581	3	3	2	2	20	0.2439	9.263763	37.9818081180812	0.46318815	0.012195	11	2	1	21
591	3	3	3	2	20	0.1531	5.898457	38.5268256041803	0.29492285	0.007655	11	2	1	21
601	3	4	0	2	20	0.2778	11.369653	40.9274766018719	0.56848265	0.01389	11	0	1	21
611	3	4	1	2	20	0.3575	11.65629	32.605006993007	0.5828145	0.017875	11	1	1	21
621	3	4	2	2	20	0.4264	13.48033	31.6142823639775	0.6740165	0.02132	11	2	1	21
631	3	5	0	2	20	0.3712	13.139271	35.3967429956897	0.65696355	0.01856	11	0	1	21
641	3	5	1	2	20	0.5122	15.873944	30.9916907458024	0.7936972	0.02561	11	1	1	21
651	4	1	0	2	20	0.1493	6.894525	46.1790020093771	0.34472625	0.007465	11	0	1	21
661	4	1	1	2	20	0.1529	6.436494	42.0961020274689	0.3218247	0.007645	11	1	1	21
671	4	1	2	2	20	0.1339	6.041855	45.12214339059	0.30209275	0.006695	11	2	1	21
681	4	1	3	2	20	0.185	6.69795	36.2051351351351	0.3348975	0.00925	11	2	1	21
691	4	2	0	2	20	0.158	6.930485	43.863829113924	0.34652425	0.0079	11	0	1	21
701	4	2	1	2	20	0.1575	6.589828	41.8401777777778	0.3294914	0.007875	11	1	1	21
711	4	2	2	2	20	0.1536	6.415859	41.7699153645833	0.32079295	0.00768	11	2	1	21
721	4	2	3	2	20	0.1731	6.481746	37.4450953206239	0.3240873	0.008655	11	2	1	21
731	4	2	3	2	20	0.1587	5.941134	37.4362570888469	0.2970567	0.007935	11	2	1	21
741	4	3	0	2	20	0.2227	8.734655	39.2216210148181	0.43673275	0.011135	11	0	1	21
751	4	3	1	2	20	0.2251	8.133748	36.1339315859618	0.4066874	0.011255	11	1	1	21
761	4	3	2	2	20	0.1951	7.309436	37.4650743208611	0.3654718	0.009755	11	2	1	21
771	4	3	3	2	20	0.2183	7.23643	33.1490151168117	0.3618215	0.010915	11	2	1	21
781	4	3	3	2	20	0.1786	6.944483	38.8828835386338	0.34722415	0.00893	11	2	1	21
791	4	4	0	2	20	0.2897	10.303112	35.5647635484984	0.5151556	0.014485	11	0	1	21
801	4	4	1	2	20	0.2933	9.728753	33.1699727241732	0.48643765	0.014665	11	1	1	21
811	4	4	2	2	20	0.3105	9.954691	32.0601964573269	0.49773455	0.015525	11	2	1	21
821	4	4	3	2	20	0.3067	9.357243	30.5094326703619	0.46786215	0.015335	11	2	1	21
831	4	5	0	2	20	0.3015	10.720155	35.5560696517413	0.53600775	0.015075	11	0	1	21
841	4	5	1	2	20	0.403	12.235356	30.3606848635236	0.6117678	0.02015	11	1	1	21
851	4	5	2	2	20	0.4316	12.121079	28.0840569972196	0.60605395	0.02158	11	2	1	21
861	5	1	0	2	20	0.1604	7.421018	46.2656982543641	0.3710509	0.00802	11	0	1	21
871	5	1	1	2	20	0.163	6.684555	41.0095398773006	0.33422775	0.00815	11	1	1	21
881	5	1	2	2	20	0.1699	6.783828	39.9283578575633	0.3391914	0.008495	11	2	1	21
891	5	1	3	2	20	0.1337	5.718534	42.7713836948392	0.2859267	0.006685	11	2	1	21
901	5	2	0	2	20	0.2266	8.695276	38.3727978817299	0.4347638	0.01133	11	0	1	21
911	5	2	1	2	20	0.264	9.336568	35.3657878787879	0.4668284	0.0132	11	1	1	21
921	5	2	2	2	20	0.157	6.085861	38.7634458598726	0.30429305	0.00785	11	2	1	21
931	5	2	3	2	20	0.1571	5.938238	37.7990961171229	0.2969119	0.007855	11	2	1	21
941	5	3	0	2	20	0.2095	8.425252	40.216	0.4212626	0.010475	11	0	1	21
951	5	3	1	2	20	0.2409	8.61334	35.7548360315484	0.430667	0.012045	11	1	1	21
961	5	3	2	2	20	0.1579	6.088274	38.5577834072198	0.3044137	0.007895	11	2	1	21
971	5	3	3	2	20	0.1459	5.699267	39.062830705963	0.28496335	0.007295	11	2	1	21
981	5	4	0	2	20	0.2564	9.407604	36.6911232449298	0.4703802	0.01282	11	0	1	21
991	5	4	1	2	20	0.3017	9.884219	32.7617467683129	0.49421095	0.015085	11	1	1	21
1001	5	4	2	2	20	0.2352	8.189378	34.8187840136054	0.4094689	0.01176	11	2	1	21
1011	5	5	0	2	20	0.3164	11.778289	37.2259450063211	0.58891445	0.01582	11	0	1	21
1021	5	5	1	2	20	0.3583	11.558344	32.2588445436785	0.5779172	0.017915	11	1	1	21
1031	5	5	2	2	20	0.3448	10.530982	30.5422911832947	0.5265491	0.01724	11	2	1	21
1041	6	1	0	2	20	0.1565	6.50045	41.5364217252396	0.3250225	0.007825	11	0	1	21
1051	6	1	1	2	20	0.1856	7.40521	39.8987607758621	0.3702605	0.00928	11	1	1	21
1061	6	1	2	2	20	0.1633	6.253716	38.2958726270667	0.3126858	0.008165	11	2	1	21
